canonical_ligand_id,inchikey,mapping_status,component_ids,component_names,smiles_values,component_types,pdb_ids,notes
ligand:1H89:unknown,,scoped_name_fallback,,,,nucleic_acid,1H89,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1H8A:unknown,,scoped_name_fallback,,,,nucleic_acid,1H8A,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1H8D:unknown,,scoped_name_fallback,,,,peptide,1H8D,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1H8I:unknown,,scoped_name_fallback,,,,peptide,1H8I,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1H9D:unknown,,scoped_name_fallback,,,,nucleic_acid,1H9D,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1H9L:unknown,,scoped_name_fallback,,,,peptide,1H9L,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1H9O:unknown,,scoped_name_fallback,,,,peptide,1H9O,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1HAG:unknown,,scoped_name_fallback,,,,peptide,1HAG,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1HAH:unknown,,scoped_name_fallback,,,,peptide,1HAH,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1HAO:unknown,,scoped_name_fallback,,,,nucleic_acid,1HAO,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1HAP:unknown,,scoped_name_fallback,,,,nucleic_acid,1HAP,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1HAX:unknown,,scoped_name_fallback,,,,peptide,1HAX,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1HAZ:unknown,,scoped_name_fallback,,,,peptide,1HAZ,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1HBT:unknown,,scoped_name_fallback,,,,peptide,1HBT,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1HC9:unknown,,scoped_name_fallback,,,,peptide,1HC9,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1HDT:unknown,,scoped_name_fallback,,,,peptide,1HDT,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1HEF:unknown,,scoped_name_fallback,,,,peptide,1HEF,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1HES:unknown,,scoped_name_fallback,,,,peptide,1HES,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1HGT:unknown,,scoped_name_fallback,,,,peptide,1HGT,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1HH6:unknown,,scoped_name_fallback,,,,peptide,1HH6,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1HH9:unknown,,scoped_name_fallback,,,,peptide,1HH9,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1HHG:unknown,,scoped_name_fallback,,,,peptide,1HHG,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1HHH:unknown,,scoped_name_fallback,,,,peptide,1HHH,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1HHI:unknown,,scoped_name_fallback,,,,peptide,1HHI,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1HHJ:unknown,,scoped_name_fallback,,,,peptide,1HHJ,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1HHK:unknown,,scoped_name_fallback,,,,peptide,1HHK,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1HHZ:unknown,,scoped_name_fallback,,,,peptide,1HHZ,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1HI6:unknown,,scoped_name_fallback,,,,peptide,1HI6,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1HIM:unknown,,scoped_name_fallback,,,,peptide,1HIM,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1HJA:unknown,,scoped_name_fallback,,,,peptide,1HJA,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1HJB:unknown,,scoped_name_fallback,,,,nucleic_acid,1HJB,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1HLT:unknown,,scoped_name_fallback,,,,peptide,1HLT,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1HNE:unknown,,scoped_name_fallback,,,,peptide,1HNE,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1HOC:unknown,,scoped_name_fallback,,,,peptide,1HOC,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1HPG:unknown,,scoped_name_fallback,,,,peptide,1HPG,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1HQQ:unknown,,scoped_name_fallback,,,,peptide,1HQQ,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1HQW:unknown,,scoped_name_fallback,,,,peptide,1HQW,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1HR8:unknown,,scoped_name_fallback,,,,peptide,1HR8,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1HSA:unknown,,scoped_name_fallback,,,,peptide,1HSA,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1HSB:unknown,,scoped_name_fallback,,,,peptide,1HSB,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1HTE:unknown,,scoped_name_fallback,,,,peptide,1HTE,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1HTM:unknown,,scoped_name_fallback,,,,peptide,1HTM,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1HTV:unknown,,scoped_name_fallback,,,,peptide,1HTV,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1HUT:unknown,,scoped_name_fallback,,,,nucleic_acid,1HUT,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1HXE:unknown,,scoped_name_fallback,,,,peptide,1HXE,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1HXF:unknown,,scoped_name_fallback,,,,peptide,1HXF,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1HXL:unknown,,scoped_name_fallback,,,,peptide,1HXL,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1HXY:unknown,,scoped_name_fallback,,,,peptide,1HXY,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1HXZ:unknown,,scoped_name_fallback,,,,peptide,1HXZ,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1HY2:unknown,,scoped_name_fallback,,,,peptide,1HY2,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1HYS:unknown,,scoped_name_fallback,,,,nucleic_acid,1HYS,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1I1F:unknown,,scoped_name_fallback,,,,peptide,1I1F,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1I1Y:unknown,,scoped_name_fallback,,,,peptide,1I1Y,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1I31:unknown,,scoped_name_fallback,,,,peptide,1I31,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1I3Z:unknown,,scoped_name_fallback,,,,peptide,1I3Z,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1I4F:unknown,,scoped_name_fallback,,,,peptide,1I4F,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1I5K:unknown,,scoped_name_fallback,,,,peptide,1I5K,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1I73:unknown,,scoped_name_fallback,,,,peptide,1I73,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1I7A:unknown,,scoped_name_fallback,,,,peptide,1I7A,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1I7R:unknown,,scoped_name_fallback,,,,peptide,1I7R,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1I7T:unknown,,scoped_name_fallback,,,,peptide,1I7T,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1I7U:unknown,,scoped_name_fallback,,,,peptide,1I7U,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1I8I:unknown,,scoped_name_fallback,,,,peptide,1I8I,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1I8K:unknown,,scoped_name_fallback,,,,peptide,1I8K,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1I8M:unknown,,scoped_name_fallback,,,,nucleic_acid,1I8M,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1IAK:unknown,,scoped_name_fallback,,,,peptide,1IAK,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1IAU:unknown,,scoped_name_fallback,,,,peptide,1IAU,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1IBC:unknown,,scoped_name_fallback,,,,peptide,1IBC,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1ICE:unknown,,scoped_name_fallback,,,,peptide,1ICE,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1IFH:unknown,,scoped_name_fallback,,,,peptide,1IFH,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1IHF:unknown,,scoped_name_fallback,,,,nucleic_acid,1IHF,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1IHJ:unknown,,scoped_name_fallback,,,,peptide,1IHJ,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1IHS:unknown,,scoped_name_fallback,,,,peptide,1IHS,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1IHT:unknown,,scoped_name_fallback,,,,peptide,1IHT,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1IID:unknown,,scoped_name_fallback,,,,peptide,1IID,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1IKF:unknown,,scoped_name_fallback,,,,peptide,1IKF,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1IM3:unknown,,scoped_name_fallback,,,,peptide,1IM3,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1IM9:unknown,,scoped_name_fallback,,,,peptide,1IM9,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1INQ:unknown,,scoped_name_fallback,,,,peptide,1INQ,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1IO4:unknown,,scoped_name_fallback,,,,nucleic_acid,1IO4,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1IQ1:unknown,,scoped_name_fallback,,,,peptide,1IQ1,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1IQ5:unknown,,scoped_name_fallback,,,,peptide,1IQ5,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1IR3:unknown,,scoped_name_fallback,,,,peptide,1IR3,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1IS0:unknown,,scoped_name_fallback,,,,peptide,1IS0,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1ISQ:unknown,,scoped_name_fallback,,,,peptide,1ISQ,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1ITT:unknown,,scoped_name_fallback,,,,peptide,1ITT,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1IWQ:unknown,,scoped_name_fallback,,,,peptide,1IWQ,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1IZA:unknown,,scoped_name_fallback,,,,peptide,1IZA,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1IZB:unknown,,scoped_name_fallback,,,,peptide,1IZB,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1IZE:unknown,,scoped_name_fallback,,,,peptide,1IZE,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1J19:unknown,,scoped_name_fallback,,,,peptide,1J19,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1J2X:unknown,,scoped_name_fallback,,,,peptide,1J2X,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1J4X:unknown,,scoped_name_fallback,,,,peptide,1J4X,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1J71:unknown,,scoped_name_fallback,,,,peptide,1J71,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1J73:unknown,,scoped_name_fallback,,,,peptide,1J73,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1J7Z:unknown,,scoped_name_fallback,,,,peptide,1J7Z,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1J80:unknown,,scoped_name_fallback,,,,peptide,1J80,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1J81:unknown,,scoped_name_fallback,,,,peptide,1J81,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1J82:unknown,,scoped_name_fallback,,,,peptide,1J82,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1J8H:unknown,,scoped_name_fallback,,,,peptide,1J8H,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JAC:unknown,,scoped_name_fallback,,,,peptide,1JAC,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JAN:unknown,,scoped_name_fallback,,,,peptide,1JAN,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JAP:unknown,,scoped_name_fallback,,,,peptide,1JAP,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JB7:unknown,,scoped_name_fallback,,,,nucleic_acid,1JB7,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JBP:unknown,,scoped_name_fallback,,,,peptide,1JBP,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JBU:unknown,,scoped_name_fallback,,,,peptide,1JBU,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JCA:unknown,,scoped_name_fallback,,,,peptide,1JCA,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JCR:unknown,,scoped_name_fallback,,,,peptide,1JCR,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JCS:unknown,,scoped_name_fallback,,,,peptide,1JCS,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JD2:unknown,,scoped_name_fallback,,,,peptide,1JD2,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JD5:unknown,,scoped_name_fallback,,,,peptide,1JD5,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JD6:unknown,,scoped_name_fallback,,,,peptide,1JD6,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JDP:unknown,,scoped_name_fallback,,,,peptide,1JDP,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JET:unknown,,scoped_name_fallback,,,,peptide,1JET,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JEU:unknown,,scoped_name_fallback,,,,peptide,1JEU,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JEV:unknown,,scoped_name_fallback,,,,peptide,1JEV,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JEY:unknown,,scoped_name_fallback,,,,nucleic_acid,1JEY,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JF1:unknown,,scoped_name_fallback,,,,peptide,1JF1,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JFI:unknown,,scoped_name_fallback,,,,nucleic_acid,1JFI,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JG3:unknown,,scoped_name_fallback,,,,peptide,1JG3,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JGD:unknown,,scoped_name_fallback,,,,peptide,1JGD,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JGE:unknown,,scoped_name_fallback,,,,peptide,1JGE,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JHT:unknown,,scoped_name_fallback,,,,peptide,1JHT,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JJ2:unknown,,scoped_name_fallback,,,,nucleic_acid,1JJ2,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JK4:unknown,,scoped_name_fallback,,,,peptide,1JK4,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JK8:unknown,,scoped_name_fallback,,,,peptide,1JK8,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JLU:unknown,,scoped_name_fallback,,,,peptide,1JLU,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JMA:unknown,,scoped_name_fallback,,,,glycan,1JMA,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JMT:unknown,,scoped_name_fallback,,,,peptide,1JMT,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JN5:unknown,,scoped_name_fallback,,,,peptide,1JN5,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JOJ:unknown,,scoped_name_fallback,,,,peptide,1JOJ,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JOT:unknown,,scoped_name_fallback,,,,peptide,1JOT,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JP5:unknown,,scoped_name_fallback,,,,peptide,1JP5,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JPF:unknown,,scoped_name_fallback,,,,peptide,1JPF,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JPG:unknown,,scoped_name_fallback,,,,peptide,1JPG,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JPL:unknown,,scoped_name_fallback,,,,peptide,1JPL,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JQ8:unknown,,scoped_name_fallback,,,,peptide,1JQ8,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JQ9:unknown,,scoped_name_fallback,,,,peptide,1JQ9,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JRR:unknown,,scoped_name_fallback,,,,peptide,1JRR,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JRS:unknown,,scoped_name_fallback,,,,peptide,1JRS,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JRT:unknown,,scoped_name_fallback,,,,peptide,1JRT,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JUF:unknown,,scoped_name_fallback,,,,peptide,1JUF,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JUI:unknown,,scoped_name_fallback,,,,peptide,1JUI,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JUQ:unknown,,scoped_name_fallback,,,,peptide,1JUQ,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JVQ:unknown,,scoped_name_fallback,,,,peptide,1JVQ,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JW6:unknown,,scoped_name_fallback,,,,peptide,1JW6,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JWG:unknown,,scoped_name_fallback,,,,peptide,1JWG,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JWM:unknown,,scoped_name_fallback,,,,peptide,1JWM,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JWS:unknown,,scoped_name_fallback,,,,peptide,1JWS,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JWU:unknown,,scoped_name_fallback,,,,peptide,1JWU,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JXP:unknown,,scoped_name_fallback,,,,peptide,1JXP,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JXQ:unknown,,scoped_name_fallback,,,,peptide,1JXQ,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JYC:unknown,,scoped_name_fallback,,,,peptide,1JYC,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JYI:unknown,,scoped_name_fallback,,,,peptide,1JYI,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JYQ:unknown,,scoped_name_fallback,,,,peptide,1JYQ,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1JYR:unknown,,scoped_name_fallback,,,,peptide,1JYR,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1K21:unknown,,scoped_name_fallback,,,,peptide,1K21,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1K22:unknown,,scoped_name_fallback,,,,peptide,1K22,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1K2D:unknown,,scoped_name_fallback,,,,peptide,1K2D,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1K3A:unknown,,scoped_name_fallback,,,,peptide,1K3A,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1K4W:steroid receptor coactivator-1,,scoped_name_fallback,,steroid receptor coactivator-1,,peptide,1K4W,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1K5N:unknown,,scoped_name_fallback,,,,peptide,1K5N,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1K74:steroid receptor coactivator,,scoped_name_fallback,,steroid receptor coactivator,,peptide,1K74,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1K78:unknown,,scoped_name_fallback,,,,nucleic_acid,1K78,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1K7L:steroid receptor coactivator,,scoped_name_fallback,,steroid receptor coactivator,,peptide,1K7L,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1K83:unknown,,scoped_name_fallback,,,,peptide,1K83,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1K8A:unknown,,scoped_name_fallback,,,,nucleic_acid,1K8A,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1K8D:unknown,,scoped_name_fallback,,,,peptide,1K8D,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1K9M:unknown,,scoped_name_fallback,,,,nucleic_acid,1K9M,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KAP:unknown,,scoped_name_fallback,,,,peptide,1KAP,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KBG:unknown,,scoped_name_fallback,,,,peptide,1KBG,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KC2:unknown,,scoped_name_fallback,,,,peptide,1KC2,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KC5:unknown,,scoped_name_fallback,,,,peptide,1KC5,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KCR:unknown,,scoped_name_fallback,,,,peptide,1KCR,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KCS:unknown,,scoped_name_fallback,,,,peptide,1KCS,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KD1:unknown,,scoped_name_fallback,,,,nucleic_acid,1KD1,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KEG:unknown,,scoped_name_fallback,,,,nucleic_acid,1KEG,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KG0:unknown,,scoped_name_fallback,,,,peptide,1KG0,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KHP:unknown,,scoped_name_fallback,,,,peptide,1KHP,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KHQ:unknown,,scoped_name_fallback,,,,peptide,1KHQ,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KJ2:unknown,,scoped_name_fallback,,,,peptide,1KJ2,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KJ3:unknown,,scoped_name_fallback,,,,peptide,1KJ3,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KJ4:unknown,,scoped_name_fallback,,,,peptide,1KJ4,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KJ7:unknown,,scoped_name_fallback,,,,peptide,1KJ7,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KJF:unknown,,scoped_name_fallback,,,,peptide,1KJF,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KJG:unknown,,scoped_name_fallback,,,,peptide,1KJG,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KJH:unknown,,scoped_name_fallback,,,,peptide,1KJH,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KJM:unknown,,scoped_name_fallback,,,,peptide,1KJM,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KJV:unknown,,scoped_name_fallback,,,,peptide,1KJV,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KKQ:unknown,,scoped_name_fallback,,,,peptide,1KKQ,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KL3:unknown,,scoped_name_fallback,,,,peptide,1KL3,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KL5:unknown,,scoped_name_fallback,,,,peptide,1KL5,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KLG:unknown,,scoped_name_fallback,,,,peptide,1KLG,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KLU:unknown,,scoped_name_fallback,,,,peptide,1KLU,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KNA:unknown,,scoped_name_fallback,,,,peptide,1KNA,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KNE:unknown,,scoped_name_fallback,,,,peptide,1KNE,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KPR:unknown,,scoped_name_fallback,,,,peptide,1KPR,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KPU:unknown,,scoped_name_fallback,,,,peptide,1KPU,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KPV:unknown,,scoped_name_fallback,,,,peptide,1KPV,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KT2:unknown,,scoped_name_fallback,,,,peptide,1KT2,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KTD:unknown,,scoped_name_fallback,,,,peptide,1KTD,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KTR:unknown,,scoped_name_fallback,,,,peptide,1KTR,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KTS:unknown,,scoped_name_fallback,,,,peptide,1KTS,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KTT:unknown,,scoped_name_fallback,,,,peptide,1KTT,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KU8:unknown,,scoped_name_fallback,,,,peptide,1KU8,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KUG:unknown,,scoped_name_fallback,,,,peptide,1KUG,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KUI:unknown,,scoped_name_fallback,,,,peptide,1KUI,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KUJ:unknown,,scoped_name_fallback,,,,peptide,1KUJ,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KUK:unknown,,scoped_name_fallback,,,,peptide,1KUK,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KV6:steroid receptor coactivator 1,,scoped_name_fallback,,steroid receptor coactivator 1,,peptide,1KV6,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KX3:unknown,,scoped_name_fallback,,,,nucleic_acid,1KX3,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KX4:unknown,,scoped_name_fallback,,,,nucleic_acid,1KX4,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KX5:unknown,,scoped_name_fallback,,,,nucleic_acid,1KX5,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KY6:unknown,,scoped_name_fallback,,,,peptide,1KY6,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KY7:unknown,,scoped_name_fallback,,,,peptide,1KY7,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KYD:unknown,,scoped_name_fallback,,,,peptide,1KYD,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KYF:unknown,,scoped_name_fallback,,,,peptide,1KYF,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:1KYU:unknown,,scoped_name_fallback,,,,peptide,1KYU,Scoped ligand fallback because neither InChIKey nor component ID was available.
