canonical_ligand_id,inchikey,mapping_status,component_ids,component_names,smiles_values,component_types,pdb_ids,notes
ligand:2D1X:unknown,,scoped_name_fallback,,,,peptide,2D1X,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:2D3G:unknown,,scoped_name_fallback,,,,peptide,2D3G,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:2D5W:unknown,,scoped_name_fallback,,,,peptide,2D5W,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:2D7D:unknown,,scoped_name_fallback,,,,nucleic_acid,2D7D,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:2D7S:unknown,,scoped_name_fallback,,,,peptide,2D7S,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:2DEW:unknown,,scoped_name_fallback,,,,peptide,2DEW,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:2DEX:unknown,,scoped_name_fallback,,,,peptide,2DEX,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:2DEY:unknown,,scoped_name_fallback,,,,peptide,2DEY,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:2DF6:unknown,,scoped_name_fallback,,,,peptide,2DF6,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:2DKO:unknown,,scoped_name_fallback,,,,peptide,2DKO,Scoped ligand fallback because neither InChIKey nor component ID was available.
ligand:2FU,,component_fallback,2FU,BUT-2-ENEDIAL,,small_molecule,1J3Y; 1J3Z; 1J40; 1J41; 1UIW,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:2MD,,component_fallback,2MD,"GUANYLATE-O'-PHOSPHORIC ACID
MONO-(2-AMINO-5,6-DIMERCAPTO-4-OXO-3,5,6,7,8A,9,10,10A-OCTAHYDRO-4H-8-OXA-1,3,9,10-TETRAAZA-ANTHRACEN-7-YLMETHYL) ESTER",,small_molecule,1H0H,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:2NH,,component_fallback,2NH,"N-ACETYL-S-[(2E,6E)-3,7,11-TRIMETHYLDODECA-2,6,10-TRIENYL]-L-CYSTEINYL-D-VALYL-L-ISOLEUCYL-L-METHIONINE",,small_molecule,1O1T,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:2PG,,component_fallback,2PG,2-PHOSPHOGLYCERIC ACID,,small_molecule,2AL2,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:2PM,,component_fallback,2PM,"N-[2-(BENZHYDRYLOXY)ETHYL]-N,N-DIMETHYLAMINE",,small_molecule,2AOT,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:2PO,,component_fallback,2PO,PHOSPHONATE,,small_molecule,1P4E,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:336,,component_fallback,336,"4-{2-[4-(3,10-DIBROMO-8-CHLORO-6,11-DIHYDRO-5H-BENZO[5,6]CYCLOHEPTA[1,2-B]PYRIDIN-11-YL)PIPERIDIN-1-YL]-2-OXOETHYL}PIPERIDINE-1-CARBOXAMIDE",,small_molecule,1O5M,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:338,,component_fallback,338,"2-(5-HYDROXY-NAPHTHALEN-1-YL)-1,3-BENZOOXAZOL-6-OL",,small_molecule,1U3R,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:346,,component_fallback,346,(R)-(4-CARBAMIMIDOYL-PHENYLAMINO)-[5-ETHOXY-2-FLUORO-3-[(R)-TETRAHYDRO-FURAN-3-YLOXY]-PHENYL]-ACETIC ACID,,small_molecule,2BZ6,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:348,,component_fallback,348,"4-[(1R,3AS,4R,8AS,8BR)-1-ISOPROPYL-2-(4-METHOXYBENZYL)-3-OXODECAHYDROPYRROLO[3,4-A]PYRROLIZIN-4-YL]BENZENECARBOXIMIDAMIDE",,small_molecule,2CF9,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:357,,component_fallback,357,5-ETHYL-3-[(2-METHOXYETHYL)METHYLAMINO]-6-METHYL-4-(3-METHYLBENZYL)PYRIDIN-2(1H)-ONE,,small_molecule,2BAN,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:380,,component_fallback,380,"(2R)-2-({4-[AMINO(IMINO)METHYL]PHENYL}AMINO)-N-BENZYL-2-(3,4-DIMETHOXYPHENYL)ACETAMIDE",,small_molecule,1W2K,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:382,,component_fallback,382,"(R)-2-(2-(1H-1,2,4-TRIAZOL-1-YL)BENZYL)-N-(2,2-DIFLUORO-2-(PIPERIDIN-2-YL)ETHYL)OXAZOLO[4,5-C]PYRIDIN-4-AMINE",,small_molecule,1ZGI,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:397,,component_fallback,397,2-(4-HYDROXY-PHENYL)BENZOFURAN-5-OL,,small_molecule,1U9E,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:3AC,,component_fallback,3AC,"(2E)-3-{3-[(5-ETHYL-3-IODO-6-METHYL-2-OXO-1,2-DIHYDROPYRIDIN-4-YL)OXY]PHENYL}ACRYLONITRILE",,small_molecule,2B5J,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:3AT,,component_fallback,3AT,3'-DEOXYADENOSINE-5'-TRIPHOSPHATE,,small_molecule,1K90,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:3BB,,component_fallback,3BB,3-BROMOBUT-3-EN-1-OL,,small_molecule,1XVE,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:3BP,,component_fallback,3BP,2-(3-BIPHENYL-4-YL-2-ETHANESULFONYLAMINO-PROPIONYLAMINO)-PENTANEDIOIC ACID 5-AMIDE 1-(4-CARBAMIMIDOYL-BENZYLAMIDE),,small_molecule,1WTG,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:3BR,,component_fallback,3BR,1-BROMOPROPANE,,small_molecule,1XVB,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:3CB,,component_fallback,3CB,N-[(3-CARBOXYBENZYL)SULFONYL]ISOLEUCYL-N~1~-{4-[AMINO(IMINO)METHYL]BENZYL}-5-IMINOORNITHINAMIDE,,small_molecule,1WSS,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:3CL,,component_fallback,3CL,3-CHLOROPROPANOL,,small_molecule,1XVF,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:3CO,,component_fallback,3CO,COBALT (III) ION,,cofactor,2DD5,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:3CY,,component_fallback,3CY,"(3S)-3-[({(2S)-5-[(N-ACETYL-L-ALPHA-ASPARTYL)AMINO]-4-OXO-1,2,4,5,6,7-HEXAHYDROAZEPINO[3,2,1-HI]INDOL-2-YL}CARBONYL)AMINO]-5-(BENZYLSULFANYL)-4-OXOPENTANOIC ACID",,small_molecule,1RHU,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:3NP,,component_fallback,3NP,3-NITROPROPANOIC ACID,,small_molecule,1YQ4,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:3NT,,component_fallback,3NT,3-NITROTOLUENE,,small_molecule,2BMR,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:3PE,,component_fallback,3PE,"1,2-Distearoyl-sn-glycerophosphoethanolamine",,small_molecule,1M56; 1M57; 1P84,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:3PH,,component_fallback,3PH,"1,2-DIACYL-GLYCEROL-3-SN-PHOSPHATE",,small_molecule,1P84; 1Q16; 1SIW; 1Y5I; 1Y5L; 1Y5N,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:3PO,,component_fallback,3PO,TRIPHOSPHATE,,small_molecule,1WPL,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:413,,component_fallback,413,(S)-[(R)-2-(4-BENZYLOXY-3-METHOXY-PHENYL)-2-(4-CARBAMIMIDOYL-PHENYLAMINO)-ACETYLAMINO]-PHENYL-ACETIC ACID,,small_molecule,1W7X; 1W8B,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:444,,component_fallback,444,"N-(2,2,2-TRIFLUOROETHYL)-N-{4-[2,2,2-TRIFLUORO-1-HYDROXY-1-(TRIFLUOROMETHYL)ETHYL]PHENYL}BENZENESULFONAMIDE",,small_molecule,1UHL,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:458,,component_fallback,458,"4-[(1S,2S,5S)-5-(HYDROXYMETHYL)-8-METHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL",,small_molecule,2B1V,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:471,,component_fallback,471,"N-((2S)-2-({(1Z)-1-METHYL-3-OXO-3-[4-(TRIFLUOROMETHYL) PHENYL]PROP-1-ENYL}AMINO)-3-{4-[2-(5-METHYL-2-PHENYL-1,3-OXAZOL-4-YL)ETHOXY]PHENYL}PROPYL)PROPANAMIDE",,small_molecule,1KKQ,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:4CP,,component_fallback,4CP,2-[2-(4-CHLORO-PHENYLSULFANYL)-ACETYLAMINO]-3-(4-GUANIDINO-PHENYL)-PROPIONAMIDE,,small_molecule,2BVR,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:4MV,,component_fallback,4MV,4-METHYL VALERIC ACID,,small_molecule,1UMC,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:4NA,,component_fallback,4NA,1-CHLORO-6-(4-HYDROXYPHENYL)-2-NAPHTHOL,,small_molecule,1YY4,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:4NC,,component_fallback,4NC,4-NITROCATECHOL,,small_molecule,2BUU; 2BUZ,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:4ND,,component_fallback,4ND,"N4-(N,N-DIPHENYLCARBAMOYL)-AMINOGUANIDINE",,small_molecule,1NO9,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:4PP,,component_fallback,4PP,(2S)-(3'-AMIDINO-3-BIPHENYL)-5-(4-PYRIDYLAMINO)PENTANOIC ACID,,small_molecule,1XKA; 1XKB,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:4QB,,component_fallback,4QB,3-{2-ETHYL-6-[4-(QUINOXALIN-2-YLAMINO)-BENZOYLAMINO]-HEXANOYLAMINO}-4-OXO-BUTYRIC ACID,,small_molecule,1RWN,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:4SP,,component_fallback,4SP,O6-CYCLOHEXYLMETHOXY-2-(4'-SULPHAMOYLANILINO) PURINE,,small_molecule,1H1S,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:501,,component_fallback,501,"N7-BUTYL-N2-(5-CHLORO-2-METHYLPHENYL)-5-METHYL[1,2,4]TRIAZOLO[1,5-A]PYRIMIDINE-2,7-DIAMINE",,small_molecule,1ZGV,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:514,,component_fallback,514,"(3Z)-5-ACETYL-3-(BENZOYLIMINO)-3,6-DIHYDROPYRROLO[3,4-C]PYRAZOL-5-IUM",,small_molecule,2C4G,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:529,,component_fallback,529,(2S)-N-[(3Z)-5-CYCLOPROPYL-3H-PYRAZOL-3-YLIDENE]-2-[4-(2-OXOIMIDAZOLIDIN-1-YL)PHENYL]PROPANAMIDE,,small_molecule,2BPM,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:537,,component_fallback,537,"2,6-DIHYDROANTHRA/1,9-CD/PYRAZOL-6-ONE",,small_molecule,1UKI,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:544,,component_fallback,544,2-(1-METHYL-3-OXO-3-PHENYL-PROPYLAMINO)-3-{4-[2-(5-METHYL-2-PHENYL-OXAZOL-4-YL)-ETHOXY]-PHENYL}-PROPIONIC ACID,,small_molecule,1K74; 1K7L,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:570,,component_fallback,570,2-(2-BENZOYL-PHENYLAMINO)-3-{4-[2-(5-METHYL-2-PHENYL-OXAZOL-4-YL)-ETHOXY]-PHENYL}-PROPIONIC ACID,,small_molecule,1RDT,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:5AD,,component_fallback,5AD,5'-DEOXYADENOSINE,,small_molecule,1I9C; 1XRS,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:5BR,,component_fallback,5BR,1-BROMOPENTANE,,small_molecule,1XVC,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:5GP,,component_fallback,5GP,GUANOSINE-5'-MONOPHOSPHATE,,small_molecule,1P16; 2CNW,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:5PH,,component_fallback,5PH,5-[5-(1-CARBOXYMETHYL-2-OXO-PROPYLCARBAMOYL)-5-PHENYL-PENTYLSULFAMOYL]-2-HYDROXY-BENZOIC ACID,,small_molecule,1RWV,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:5PI,,component_fallback,5PI,N-(ETHYLSULFONYL)-5-PROPOXY-L-TRYPTOPHYL-N~1~-{4-[AMINO(IMINO)METHYL]BENZYL}-L-GLUTAMAMIDE,,small_molecule,1WV7,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:655,,component_fallback,655,2-{5-[AMINO(IMINIO)METHYL]-1H-BENZIMIDAZOL-2-YL}-6-(CYCLOPENTYLOXY)BENZENOLATE,,small_molecule,1O3P,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:65B,,component_fallback,65B,"4-({6-AMINO-5-BROMO-2-[(4-CYANOPHENYL)AMINO]PYRIMIDIN-4-YL}OXY)-3,5-DIMETHYLBENZONITRILE",,small_molecule,1SV5,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:689,,component_fallback,689,"4-[(1S,2S,5S)-5-(HYDROXYMETHYL)-6,8,9-TRIMETHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL",,small_molecule,1ZKY,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:696,,component_fallback,696,"3-{5-[AMINO(IMINIO)METHYL]-1H-INDOL-2-YL}-1,1'-BIPHENYL-2-OLATE",,small_molecule,1O2G; 1O5A,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:697,,component_fallback,697,5-HYDROXY-2-(4-HYDROXYPHENYL)-1-BENZOFURAN-7-CARBONITRILE,,small_molecule,1X76,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:6CP,,component_fallback,6CP,6-CYCLOHEXYLMETHOXY-2-(3'-CHLOROANILINO) PURINE,,small_molecule,1H1R,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:6MO,,component_fallback,6MO,MOLYBDENUM(VI) ION,,small_molecule,1KQF; 1KQG; 1Q16; 1Y4Z; 1Y5I; 1Y5L; 1Y5N,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:736,,component_fallback,736,"(11S)-8-CHLORO-11-[1-(METHYLSULFONYL)PIPERIDIN-4-YL]-6-PIPERAZIN-1-YL-11H-BENZO[5,6]CYCLOHEPTA[1,2-B]PYRIDINE",,small_molecule,2BED,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:739,,component_fallback,739,2(S)-{2(S)-[2(R)-AMINO-3-MERCAPTO]PROPYLAMINO-3(S)-METHYL}PENTYLOXY-3-PHENYLPROPIONYLMETHIONINE SULFONE,,small_molecule,1JCQ,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:771,,component_fallback,771,4-(4-BENZYLOXY-2-METHANESULFONYLAMINO-5-METHOXY-BENZYLAMINO)-BENZAMIDINE,,small_molecule,1W0Y,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:778,,component_fallback,778,4-[(5-{[4-(3-CHLOROPHENYL)-3-OXOPIPERAZIN-1-YL]METHYL}-1H-IMIDAZOL-1-YL)METHYL]BENZONITRILE,,small_molecule,1S63; 1S64,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:784,,component_fallback,784,"[AMINO (4-{(3AS,4R,8AS,8BR)-1,3-DIOXO-2- [3-(TRIMETHYLAMMONIO) PROPYL]DECAHYDROPYRROLO[3,4-A] PYRROLIZIN-4-YL}PHENYL) METHYLENE]AMMONIUM",,small_molecule,2BOK,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:789,,component_fallback,789,3-BROMO-6-HYDROXY-2-(4-HYDROXYPHENYL)-1H-INDEN-1-ONE,,small_molecule,1ZAF,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:797,,component_fallback,797,3-(6-HYDROXY-NAPHTHALEN-2-YL)-BENZO[D]ISOOXAZOL-6-OL,,small_molecule,1U3S,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:7MG,,component_fallback,7MG,7N-METHYL-8-HYDROGUANOSINE-5'-MONOPHOSPHATE,,small_molecule,1H2T; 1H2U,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:81A,,component_fallback,81A,2-METHANESULFONYL-BENZENESULFONIC ACID 3-METHYL-5-((1-AMIDINOAMINOOXYMETHYL-CYCLOPROPYL)METHYLOXY)-PHENYLESTER,,small_molecule,1T4U,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:905,,component_fallback,905,"(R)-4-[2-(3-AMINO-BENZENESULFONYLAMINO)-1-(3,5-DIETHOXY-2-FLUOROPHENYL)-2-OXO-ETHYLAMINO]-2-HYDROXY-BENZAMIDINE",,small_molecule,1YGC,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:9CA,,component_fallback,9CA,9H-CARBAZOLE,,small_molecule,2DE7,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:9CR,,component_fallback,9CR,(9cis)-retinoic acid,,small_molecule,1K74; 1XDK; 1XIU; 1XLS,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:A1E26,,component_fallback,A1E26,Veratridine,,small_molecule,21TQ,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:A1J0V,,component_fallback,A1J0V,"[(2~{S},6~{R})-6-(6-aminopurin-9-yl)morpholin-2-yl]methanol",,small_molecule,28WF,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:A1JZU,,component_fallback,A1JZU,"5-[(2-ethoxyphenyl)methyl-[[3-(4-methylphenoxy)phenyl]methyl]carbamoyl]benzene-1,2,4-tricarboxylic acid",,small_molecule,28JN,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:AAA,,component_fallback,AAA,"(2-ACETYL-5-METHYLANILINO)(2,6-DIBROMOPHENYL)ACETAMIDE",,small_molecule,1HNI,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:AAE,,component_fallback,AAE,ACETOACETIC ACID,,small_molecule,1UJW; 1YSL,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:AAH,,component_fallback,AAH,1-[N-4'-NITROBENZYL-N-4'-CARBOXYBUTYLAMINO]METHYLPHOSPHONIC ACID,,small_molecule,1KEL,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:AAP,,component_fallback,AAP,"ALPHA-(2,6-DICHLOROPHENYL)-ALPHA-(2-ACETYL-5-METHYLANILINO)ACETAMIDE",,small_molecule,1HPZ; 1VRU,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:ABU,,component_fallback,ABU,GAMMA-AMINO-BUTANOIC ACID,,small_molecule,1M19; 1M1A; 1S32,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:ABZ,,component_fallback,ABZ,"4-[4-AMINO-6-(5-CHLORO-1H-INDOL-4-YLMETHYL)-[1,3,5]TRIAZIN-2-YLAMINO]-BENZONITRILE",,small_molecule,1S9G,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:ACA,,component_fallback,ACA,6-AMINOHEXANOIC ACID,,small_molecule,1M90,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:ACE,,component_fallback,ACE,ACETYL GROUP,,crystallization_additive,1LKK; 1MCJ; 1TQY,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:ACFIXJIJDZMPPO-NNYOXOHSSA-N,ACFIXJIJDZMPPO-NNYOXOHSSA-N,exact_inchikey,NDP,NADPH DIHYDRO-NICOTINAMIDE-ADENINE-DINUCLEOTIDE PHOSPHATE,c1nc(c2c(n1)n(cn2)[C@H]3[C@@H]([C@@H]([C@H](O3)CO[P@](=O)(O)O[P@@](=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=CCC(=C5)C(=O)N)O)O)O)OP(=O)(O)O)N,cofactor,1DGH; 1EXB,Exact ligand identity anchored to InChIKey.
ligand:ACN,,component_fallback,ACN,ACETONE,,crystallization_additive,2BO9,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:ACO,,component_fallback,ACO,ACETYL COENZYME *A,,cofactor,1P7T; 1WDK,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:ACP,,component_fallback,ACP,PHOSPHOMETHYLPHOSPHONIC ACID ADENYLATE ESTER,,small_molecule,1K3A; 1U54,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:ACT,,component_fallback,ACT,ACETATE ION,,crystallization_additive,1KF6; 1KJ4; 1KJ7; 1KJF; 1KJG; 1KJH; 1LI1; 1MJG; 1MT7; 1MT8; 1OAO; 1OBZ; 1QBQ; 1QKB; 1QS8; 1RU9; 1RUA; 1RUK; 1RUL; 1SLU; 1SLV; 1SLW; 1SLX; 1T37; 1TSQ; 1UHB; 1UTB; 1V6D; 1VRK; 1WBP; 1YEG; 1ZM6; 1ZV8; 2CHO; 2CIO,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:ACTIUHUUMQJHFO-UPTCCGCDSA-N,ACTIUHUUMQJHFO-UPTCCGCDSA-N,exact_inchikey,U10,UBIQUINONE-10,CC1=C(C(=O)C(=C(C1=O)OC)OC)C\C=C(/C)\CC\C=C(/C)\CC\C=C(/C)\CC\C=C(/C)\CC\C=C(/C)\CC\C=C(/C)\CC\C=C(/C)\CC\C=C(/C)\CC\C=C(/C)\CCC=C(C)C,small_molecule,1AIG; 1AIJ; 1DS8; 1DV3; 1DV6; 1E14; 1E6D; 1F6N; 1FNP; 1FNQ,Exact ligand identity anchored to InChIKey.
ligand:ACY,,component_fallback,ACY,ACETIC ACID,,crystallization_additive,1JCQ; 1JCR; 1JCS; 1JOU; 1JQ8; 1JQ9; 1KZO; 1KZP; 1LD8; 1MH2; 1MK2; 1MMO; 1MWA; 1N2R; 1NDG; 1NLN; 1OYF; 1PFB; 1S1Q; 1S6B; 1SA5; 1TG1; 1TJ9; 1TN6; 1TN7; 1TN8; 1UVQ; 1WHS; 1WVE; 1XXW; 1YRK; 2ADF; 2AOF; 2AOJ; 2AXF; 2AXG; 2B0S; 2BRR; 2BUO; 2CZV; 2DJF,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:ADB,,component_fallback,ADB,"4-[4-AMINO-6-(2,6-DICHLORO-PHENOXY)-[1,3,5]TRIAZIN-2-YLAMINO]-BENZONITRILE",,small_molecule,1S9E,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:ADE,,component_fallback,ADE,ADENINE,,small_molecule,1M2T,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:ADFXKUOMJKEIND-UHFFFAOYSA-N,ADFXKUOMJKEIND-UHFFFAOYSA-N,exact_inchikey,DCW,DICYCLOHEXYLUREA,C1CCC(CC1)NC(=O)NC2CCCCC2,small_molecule,1E79,Exact ligand identity anchored to InChIKey.
ligand:ADN,,component_fallback,ADN,ADENOSINE,,small_molecule,1JG3,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:ADP,,component_fallback,ADP,ADENOSINE-5'-DIPHOSPHATE,,cofactor,1GLB; 1GLC; 1GLD; 1GLE; 1H8E; 1H8H; 1HQY; 1HT1; 1HT2; 1JBP; 1JDB; 1KEE; 1KK8; 1L0O; 1L2O; 1L3R; 1M34; 1M6V; 1MAB; 1N2C; 1NBM; 1O94; 1OFH; 1OL5; 1PCQ; 1PF9; 1QVI; 1RDQ; 1S3S; 1SQK; 1SVT; 1SX4; 1SXJ; 1T36; 1TH8; 1THN; 1U2V; 1W0J; 1W0K; 1W7I; 1W7J; 1WBP; 1Y8O; 2B9H; 2B9I; 2B9J; 2BKK; 2CK3; 2D0O; 2D7D,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:ADZ,,component_fallback,ADZ,9-METHYL-9H-PURIN-6-AMINE,,small_molecule,1O9U,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:AEHSFPPTWRQOFS-MSOLQXFVSA-N,AEHSFPPTWRQOFS-MSOLQXFVSA-N,exact_inchikey,AZL,1-ETHOXYCARBONYL-D-PHE-PRO-2(4-AMINOBUTYL)HYDRAZINE,CCOC(=O)N[C@H](Cc1ccccc1)C(=O)N2CCC[C@H]2C(=O)NNCCCCN,small_molecule,1AE8,Exact ligand identity anchored to InChIKey.
ligand:AF3,,component_fallback,AF3,ALUMINUM FLUORIDE,,small_molecule,1GRN; 1HE1; 1L3R; 1PCQ; 1SVT; 1WQ1,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:AFB,,component_fallback,AFB,"1,6,7,8,9,11A,12,13,14,14A-DECAHYDRO-1,13-DIHYDROXY-6-METHYL-4H-CYCLOPENT[F]OXACYCLOTRIDECIN-4-ONE",,small_molecule,1R8Q; 1RE0; 1S9D,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:AG2,,component_fallback,AG2,AGMATINE,,small_molecule,1MT1; 1N13,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:AGA,,component_fallback,AGA,"(1S)-2-{[{[(2S)-2,3-DIHYDROXYPROPYL]OXY}(HYDROXY)PHOSPHORYL]OXY}-1-[(PENTANOYLOXY)METHYL]ETHYL OCTANOATE",,small_molecule,1Q16; 1Y4Z; 1Y5I; 1Y5N,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:AGH,,component_fallback,AGH,"N-{(1S,2R,3S)-1-[(ALPHA-D-GALACTOPYRANOSYLOXY)METHYL]-2,3-DIHYDROXYHEPTADECYL}HEXACOSANAMIDE",,small_molecule,1ZT4,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:AGRCGQSFFMCBRE-DGUCVARSSA-N,AGRCGQSFFMCBRE-DGUCVARSSA-N,exact_inchikey,DX9,(2S)-3-(7-carbamimidoylnaphthalen-2-yl)-2-[4-({(3R)-1-[(1Z)-ethanimidoyl]pyrrolidin-3-yl}oxy)phenyl]propanoic acid,[H]/N=C(\C)/N1CC[C@@H](C1)Oc2ccc(cc2)[C@H](Cc3ccc4ccc(cc4c3)/C(=N/[H])/N)C(=O)O,small_molecule,1FAX,Exact ligand identity anchored to InChIKey.
ligand:AGS,,component_fallback,AGS,PHOSPHOTHIOPHOSPHORIC ACID-ADENYLATE ESTER,,cofactor,1SXJ; 1W1W; 1ZUN,Fallback ligand identity anchored to component ID because InChIKey is missing.
ligand:AHLPHDHHMVZTML-BYPYZUCNSA-N,AHLPHDHHMVZTML-BYPYZUCNSA-N,exact_inchikey,ORN,L-ornithine,C(C[C@@H](C(=O)O)N)CN,small_molecule,1A9X; 1BXR; 1C30; 1C3O; 1CE8; 1CS0,Exact ligand identity anchored to InChIKey.
ligand:AHU,,component_fallback,AHU,"1',5'-ANHYDRO-2',3'-DIDEOXY-2'-(5-IODOURACIL-1-YL)-D-ABABINO-HEXITOL",,small_molecule,1KI6,Fallback ligand identity anchored to component ID because InChIKey is missing.
